source,target,regex,code
/best-domestic-noir-authors-worth-reading/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-belfast/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-northern-ireland/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-wales/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-cornwall/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-yorkshire/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-the-pacific-northwest/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-appalachia/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-the-american-south/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-california/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-florida/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-texas/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-seattle/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-san-francisco/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-new-orleans/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-miami/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-boston/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-chicago/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-vancouver/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-montreal/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-toronto/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-havana/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-mexico-city/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-buenos-aires/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-rio-de-janeiro/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-tel-aviv/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-cairo/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-lagos/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-johannesburg/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-cape-town/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-delhi/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-mumbai/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-bangkok/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-shanghai/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-hong-kong/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-tokyo/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-istanbul/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-moscow/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-helsinki/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-reykjavik/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-copenhagen/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-oslo/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-stockholm/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-amsterdam/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-madrid/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-barcelona/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-venice/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-rome/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-berlin/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-paris/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-dorothy-l-sayers/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-ngaio-marsh/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-colin-dexter/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-reginald-hill/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-john-harvey/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-mark-billingham/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-belinda-bauer/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-jane-casey/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-sophie-hannah/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-clare-mackintosh/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-ba-paris/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-shari-lapena/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-ruth-ware/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-paula-hawkins/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-gillian-flynn/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-lisa-jewell/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-lisa-gardner/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-tess-gerritsen/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-jeffery-deaver/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-david-baldacci/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-brad-thor/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-vince-flynn/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-ken-follett/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-robert-harris/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-frederick-forsyth/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-john-le-carre/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-christopher-brookmyre/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-denise-mina/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-stuart-macbride/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-adrian-mckinty/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-liza-marklund/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-hakan-nesser/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-karin-fossum/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-anne-holt/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-asa-larsson/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-camilla-lackberg/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-yrsa-sigurdardottir/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-arnaldur-indridason/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-manuel-vazquez-montalban/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-pierre-lemaitre/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-fred-vargas/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-andrea-camilleri/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-donna-leon/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-elizabeth-george/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-pd-james/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-agatha-christie/,/author-guides/,0,301
/british-police-procedural-female-authors/,/author-guides/,0,301
/scottish-village-crime-fiction-authors/,/author-guides/,0,301
/scottish-loch-mystery-authors/,/author-guides/,0,301
/australian-rural-crime-fiction-authors/,/author-guides/,0,301
/remote-australia-crime-authors/,/author-guides/,0,301
/australian-coastal-crime-fiction-authors/,/author-guides/,0,301
/female-detective-series-authors-uk-and-australia/,/author-guides/,0,301
/australian-female-detective-authors/,/author-guides/,0,301
/scottish-island-mystery-authors/,/author-guides/,0,301
/nsw-crime-fiction-authors/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-minette-walters/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-ruth-rendell/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-patricia-cornwell/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-james-lee-burke/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-dennis-lehane/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-harlan-coben/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-john-grisham/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-james-patterson/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-karin-slaughter/,/author-guides/,0,301
/authors-similar-to-garry-disher/,/author-guides/,0,301
/authors-like-val-mcdermid/,/author-guides/,0,301
/scottish-detective-authors-like-ian-rankin/,/author-guides/,0,301
/authors-similar-to-ian-rankin/,/author-guides/,0,301
/scottish-crime-authors-like-ann-cleeves/,/author-guides/,0,301
/australian-crime-authors-like-jane-harper/,/author-guides/,0,301
/authors-similar-to-peter-temple/,/author-guides/,0,301
/authors-like-jane-harper/,/author-guides/,0,301
/outback-noir-authors-for-jane-harper-fans/,/author-guides/,0,301
/orkney-noir-authors-worth-reading/,/author-guides/,0,301
/orkney-islands-crime-fiction-authors/,/author-guides/,0,301
/scottish-highland-thriller-authors/,/author-guides/,0,301
/highland-murder-mystery-authors/,/author-guides/,0,301
/scottish-highlands-crime-fiction-authors/,/author-guides/,0,301
/highland-noir-authors-worth-reading/,/author-guides/,0,301
/sydney-detective-series-authors/,/author-guides/,0,301
/sydney-harbour-mystery-authors/,/author-guides/,0,301
/sydney-crime-fiction-authors/,/author-guides/,0,301
/australian-desert-crime-fiction-authors/,/author-guides/,0,301
/outback-thriller-authors-worth-reading/,/author-guides/,0,301
/australian-outback-crime-fiction-authors/,/author-guides/,0,301
/best-outback-noir-authors/,/author-guides/,0,301
/phillip-strang-freya-tulloch-series/,/author-guides/,0,301
/phillip-strang-di-sarah-lynch-series/,/author-guides/,0,301
/phillip-strang-natalie-campbell-series/,/author-guides/,0,301
/phillip-strang-maya-thorne-series/,/author-guides/,0,301
/phillip-strang-australian-crime-fiction-author/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-jo-nesbo/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-stieg-larsson/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-henning-mankell/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-val-mcdermid/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-ann-cleeves/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-peter-james/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-tana-french/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-michael-connelly/,/author-guides/,0,301
/best-crime-fiction-authors-similar-to-lee-child/,/author-guides/,0,301
/best-satire-fiction-authors-of-the-modern-era/,/author-guides/,0,301
/best-social-commentary-fiction-authors-worth-reading/,/author-guides/,0,301
/best-biographical-fiction-authors-worth-reading/,/author-guides/,0,301
/best-coming-of-age-fiction-authors-worth-reading/,/author-guides/,0,301
/best-character-driven-fiction-authors-worth-reading/,/author-guides/,0,301
/best-experimental-fiction-authors-of-the-modern-era/,,0,410
/best-literary-fiction-authors-worth-reading/,/author-guides/,0,301
/best-cold-war-fiction-authors-worth-reading/,/author-guides/,0,301
/best-world-war-two-fiction-authors-worth-reading/,/author-guides/,0,301
/best-vietnam-war-fiction-authors-worth-reading/,/author-guides/,0,301
/best-war-fiction-authors-of-the-last-twenty-years/,/author-guides/,0,301
/best-historical-fiction-authors-worth-reading/,/author-guides/,0,301
/best-epic-fantasy-authors-of-the-modern-era/,,0,410
/best-fantasy-series-authors-worth-reading-in-order/,,0,410
/best-urban-fantasy-authors-worth-reading/,,0,410
/best-dark-fantasy-authors-of-the-last-twenty-years/,,0,410
/best-horror-fiction-authors-worth-reading/,,0,410
/best-gothic-fiction-authors-of-the-modern-era/,,0,410
/best-supernatural-thriller-authors-worth-reading/,,0,410
/best-conspiracy-thriller-authors-of-the-last-twenty-years/,/author-guides/,0,301
/best-adventure-thriller-authors-worth-reading/,/author-guides/,0,301
/best-action-thriller-authors-of-the-modern-era/,/author-guides/,0,301
/best-science-fiction-thriller-authors-worth-reading/,,0,410
/best-military-science-fiction-authors-worth-reading/,,0,410
/best-cyberpunk-fiction-authors-worth-reading/,,0,410
/best-dystopian-fiction-authors-of-the-last-twenty-years/,,0,410
/best-space-opera-authors-worth-reading/,,0,410
/best-science-fiction-series-authors-worth-reading-in-order/,,0,410
/best-hard-science-fiction-authors-of-the-modern-era/,,0,410
/best-noir-crime-fiction-authors-worth-reading/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-rural-settings/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-small-town-settings/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-ex-military-protagonists/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-doctors-as-protagonists/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-lawyers-as-protagonists/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-journalists-as-protagonists/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-forensic-investigators/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-serial-killers/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-cold-cases/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-police-teams/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-amateur-sleuths/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-male-detectives/,/author-guides/,0,301
/best-crime-fiction-authors-featuring-female-detectives/,/author-guides/,0,301
/best-standalone-crime-novel-authors-of-the-last-twenty-years/,/author-guides/,0,301
/best-long-running-crime-fiction-series-authors/,/author-guides/,0,301
/best-detective-series-authors-worth-starting-from-book-one/,/author-guides/,0,301
/best-crime-fiction-series-authors-to-read-in-order/,/author-guides/,0,301
/best-crime-fiction-debut-authors-of-the-last-ten-years/,/author-guides/,0,301
/best-true-crime-authors-of-the-modern-era/,/author-guides/,0,301
/best-courtroom-drama-authors-worth-reading/,/author-guides/,0,301
/best-political-thriller-authors-of-the-last-twenty-years/,/author-guides/,0,301
/best-medical-thriller-authors-worth-reading/,/author-guides/,0,301
/best-financial-thriller-authors-of-the-modern-era/,/author-guides/,0,301
/best-terrorism-thriller-authors-worth-reading/,/author-guides/,0,301
/best-cold-war-spy-fiction-authors-worth-reading/,/author-guides/,0,301
/best-victorian-crime-fiction-authors-worth-reading/,/author-guides/,0,301
/best-historical-crime-fiction-authors-worth-reading/,/author-guides/,0,301
/best-military-thriller-authors-of-the-last-twenty-years/,/author-guides/,0,301
/best-cia-spy-fiction-authors-worth-reading/,/author-guides/,0,301
/best-fbi-thriller-authors-worth-reading/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-los-angeles/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-australia/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-edinburgh/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-new-york/,/author-guides/,0,301
/best-crime-fiction-authors-set-in-london/,/author-guides/,0,301
/best-cozy-mystery-authors-of-the-modern-era/,/author-guides/,0,301
/best-female-crime-fiction-authors-working-today/,/author-guides/,0,301
/best-nordic-noir-authors-worth-reading/,/author-guides/,0,301
/best-scottish-crime-fiction-authors-worth-reading/,/author-guides/,0,301
/best-psychological-thriller-authors-of-the-modern-era/,/author-guides/,0,301
/best-hard-boiled-detective-authors-worth-reading/,/author-guides/,0,301
/best-australian-crime-fiction-authors-worth-reading/,/author-guides/,0,301
/best-american-crime-authors-of-the-last-twenty-years/,/author-guides/,0,301
/best-espionage-thriller-authors-of-the-last-twenty-years-2/,/author-guides/,0,301
/best-british-crime-authors-working-today/,/author-guides/,0,301
/best-scandinavian-crime-fiction-authors-worth-reading/,/author-guides/,0,301
/best-police-procedural-authors-worth-reading/,/author-guides/,0,301
/best-espionage-thriller-authors-of-the-last-twenty-years/,/author-guides/,0,301
/masters-of-modern-espionage-the-authors-redefining-spy-fiction/,/author-guides/,0,301
/best-selling-noir-crime-thrillers-novels-in-2025/,/blog/,0,301
/best-selling-psychological-suspense-novels-in-2025/,/blog/,0,301
/best-selling-paranormal-suspense-novels-in-2025/,,0,410
/best-selling-occult-suspense-novels-in-2025/,,0,410
/best-selling-horror-suspense-novels-in-2025/,,0,410
/best-selling-lgtbq-mystery-novels-in-2025/,/blog/,0,301
/best-selling-amateur-sleuth-mystery-novels-in-2025/,/blog/,0,301
/best-selling-collection-anthologies-mystery-novels-in-2025/,/blog/,0,301
/best-selling-mystery-thriller-suspense-novels-in-2025/,/blog/,0,301
/best-selling-traditional-detectives-mystery-novels-in-2025/,/blog/,0,301
/best-selling-mystery-series-fiction-novels-in-2025/,/blog/,0,301
/best-selling-police-procedurals-mystery-novels-in-2025/,/blog/,0,301
/best-selling-women-sleuth-mystery-novels-in-2025/,/blog/,0,301
/best-selling-adventure-science-fiction-novels-in-2025/,,0,410
/best-selling-dystopian-science-fiction-novels-in-2025/,,0,410
/best-selling-colonization-science-fiction-novels-in-2025/,,0,410
